Nombre,school_id,Latitud,Longitud,Direccion,modality_labels,modality_ids,program_ids,program_labels,department,municipality,dep_id,mun_id
CENTRO ESCOLAR MOJON Nº 7,10582,11.02613400,-84.54426400,FRONTERA CON COSTA RICA.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Carlos,17,158
CENTRO ESCOLAR LOS ROBLES,10583,11.17446100,-84.56827300,CONTIGUO A LA FINCA LOS SEQUEIRA.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Carlos,17,158
CENTRO ESCOLAR COMANDANTE DANIEL ORTEGA,10584,11.10191500,-84.52058600,FINCA DE DOÑA SUSANA SOCORRO ROJAS.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Carlos,17,158
CENTRO ESCOLAR SALOMON IBARRA MAYORGA,10585,11.29911600,-84.52590900,DE LOS CHILES 10 KM AL NORTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Carlos,17,158
INSTITUTO RUBEN DARIO,10586,11.19396300,-84.74516900,CONTIGUO AL CUADRO DEPORTIVO LAUREL GALAN.,SECUNDARIA REGULAR,5,3,SECUNDARIA,Río San Juan,San Carlos,17,158
CENTRO ESCOLAR RUBEN DARIO,10618,11.02378700,-84.51806000,FRONTERA CON COSTA RICA.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Carlos,17,158
MARIA AUXILIADORA,10622,11.22620000,-84.47400000,COMUNIDAD LAS MINAS #1.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Carlos,17,158
EL GUARDABARRANCO,10632,11.23844450,-84.48030546,LAS MINAS #2.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Carlos,17,158
PREESCOLAR SANTA MARTHA,10678,11.01729300,-84.50751000,FRONTERA CON COSTA RICA.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Carlos,17,158
CENTRO ESCOLAR SAN ANDRES,10699,11.00173200,-84.48763400,EL JOBO.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Carlos,17,158
ESCUELA ANGELICA MONGRIO,10710,10.94828900,-83.73501100,COMUNIDAD SAN JUAN DEL NORTE.,"III CICLO,PRIMARIA REGULAR,IV CICLO,SECUNDARIA REGULAR,Primaria Comunitaria JYA,PREESCOLAR FORMAL MULTINIVEL","107,3,109,5,65,11","2,3,2","PRIMARIA,SECUNDARIA,PRIMARIA",Río San Juan,San Juan de Nicaragua,17,160
CENTRO ESCOLAR EL JOBO,10711,10.79292600,-83.68945800,COMUNIDAD EL DIAMANTE.,"Primaria Comunitaria JYA,PRIMARIA MULTIGRADO","65,14","2,2","PRIMARIA,PRIMARIA",Río San Juan,San Juan de Nicaragua,17,160
CENTRO ESCOLAR EL ZAPOTAL,10712,10.83943800,-83.67182200,COMUNIDAD EL ZAPOTAL.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Juan de Nicaragua,17,160
CENTRO ESCOLAR SIEMPRE VIVA,10713,10.97918100,-83.76439700,SIEMPRE VIVA.,"PREESCOLAR COMUNITARIO MULTINIVEL,Primaria Comunitaria JYA,PRIMARIA MULTIGRADO","10,65,14","2,2","PRIMARIA,PRIMARIA",Río San Juan,San Juan de Nicaragua,17,160
CENTRO ESCOLAR CARLOS FONSECA AMADOR,10714,10.90392600,-83.67723200,COMUNIDAD SAN JUANILLO.,PRIMARIA MULTIGRADO,14,2,PRIMARIA,Río San Juan,San Juan de Nicaragua,17,160
CENTRO ESCOLAR LA ESPERANZA,10716,10.78123600,-83.74373900,COMUNIDAD DELTA.,PRIMARIA MULTIGRADO,14,2,PRIMARIA,Río San Juan,San Juan de Nicaragua,17,160
ALFONSO CORTEZ,9724,11.48738000,-84.59480800,"SAN FRANCISCO, NUEVA HOLANDA.",PRIMARIA MULTIGRADO,14,2,PRIMARIA,Río San Juan,San Miguelito,17,157
EL PROGRESO,9731,11.44134700,-84.53260900,COMUNIDAD LA FLORIDAD.,PRIMARIA MULTIGRADO,14,2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR DIVINO NIÑO,9795,11.43180900,-84.51267200,FINCA DE MANUEL ARAGON.,"EBA,PREESCOLAR COMUNITARIO,PRIMARIA MULTIGRADO","102,1,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
SAN JOSE DEL PORVENIR,10319,11.56198200,-84.57149300,TOROBAYO.,"PREESCOLAR COMUNITARIO MULTINIVEL,III CICLO,BACHILLERATO COMUNITARIO DE JYA,EBA,IV CICLO,PRIMARIA MULTIGRADO","10,107,110,102,109,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR EL NASARENO,10329,11.56500000,-84.59560000,TORO BAYO A 1-1.,"PREESCOLAR COMUNITARIO MULTINIVEL,Primaria Comunitaria JYA,PRIMARIA MULTIGRADO","10,65,14","2,2","PRIMARIA,PRIMARIA",Río San Juan,San Miguelito,17,157
ESCUELA TORO BAYO #1,10349,11.55691200,-84.60972000,COMUNIDAD TOROBAYO # 1.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
ESCUELA SAN MIGUELITO,10350,11.40252000,-84.89996100,C/SALUD 1 C. AL ESTE.,"Primaria Comunitaria JYA,EBA,BACHILLERATO COMUNITARIO DE JYA,PRIMARIA REGULAR,ALFABETIZACION","65,102,110,3,63","2,2,7","PRIMARIA,PRIMARIA,ALFABETIZACION",Río San Juan,San Miguelito,17,157
INSTITUTO NAC. SAN MIGUEL ARCANGEL,10351,11.40212000,-84.89839000,C/SALUD 2 C. AL ESTE.,"SECUNDARIA REGULAR,SECUNDARIA POR ENCUENTRO","5,13","3,3","SECUNDARIA,SECUNDARIA",Río San Juan,San Miguelito,17,157
SAN CRISTOBAL (NEVER OPORTA),10352,11.46028900,-84.84541300,ASENTAMIENTO NEVER OPORTA.,"PREESCOLAR COMUNITARIO,PREESCOLAR FORMAL,PRIMARIA A DISTANCIA EN EL CAMPO,Primaria Comunitaria JYA,PRIMARIA REGULAR","1,2,56,65,3","2,2,2","PRIMARIA,PRIMARIA,PRIMARIA",Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR RUBEN DARIO,10353,11.51885200,-84.85383000,CUMINIDAD LOS POTREROS.,"PREESCOLAR COMUNITARIO MULTINIVEL,BACHILLERATO COMUNITARIO DE JYA,Primaria Comunitaria JYA,PRIMARIA MULTIGRADO","10,110,65,14","2,2","PRIMARIA,PRIMARIA",Río San Juan,San Miguelito,17,157
SAN JOSÉ (GERMAN ORDOÑEZ),10354,11.44612100,-84.86682200,COMARCA LOS PANTANOS.,"EBA,Primaria Comunitaria JYA,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","102,65,10,14","2,2","PRIMARIA,PRIMARIA",Río San Juan,San Miguelito,17,157
MANCHA DE COYOL,10355,11.39605600,-84.80625300,COMARCA MANCHA DE COYOL.,"PREESCOLAR COMUNITARIO MULTINIVEL,III CICLO,EBA,IV CICLO,ALFABETIZACION,PRIMARIA MULTIGRADO","10,107,102,109,63,14","7,2","ALFABETIZACION,PRIMARIA",Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR SANTA ANA,10356,11.41566000,-84.84473000,COMARCA ARISTIDES GARCIA.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
EL TULE,10357,11.35557000,-84.76017000,"CONTIGUO AL CENTRO DE SALUD ""EL TULE"".","PRIMARIA REGULAR,ALFABETIZACION,PREESCOLAR FORMAL MULTINIVEL,Primaria Comunitaria JYA,PREESCOLAR FORMAL","3,63,11,65,2","2,7,2","PRIMARIA,ALFABETIZACION,PRIMARIA",Río San Juan,San Miguelito,17,157
ANDRÉS CASTRO (LOS SÁNCHEZ),10358,11.48430000,-84.84497000,COMARCA LOS SANCHEZ.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
ESCUELA PEÑON #1,10359,11.55091300,-84.82404700,COMARCA PEÑON # 1.,"PRIMARIA MULTIGRADO,III CICLO,PREESCOLAR COMUNITARIO MULTINIVEL","14,107,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
ESCUELA EL TAMBORAL NORTE,10360,11.40347000,-84.77988000,COMARCA TAMBORAL NORTE.,"PRIMARIA MULTIGRADO,Primaria Comunitaria JYA,PREESCOLAR COMUNITARIO MULTINIVEL","14,65,10","2,2","PRIMARIA,PRIMARIA",Río San Juan,San Miguelito,17,157
ESCUELA EL ROBLE,10361,11.37271000,-84.67528000,COMARCA EL ROBLE.,"SECUNDARIA EN EL CAMPO,PREESCOLAR COMUNITARIO MULTINIVEL,EBA,PRIMARIA MULTIGRADO","30,10,102,14","3,2","SECUNDARIA,PRIMARIA",Río San Juan,San Miguelito,17,157
ESCUELA QUEBRADA SECA,10362,11.41183000,-84.69352000,COMARCA QUEBRADA SECA.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL,Primaria Comunitaria JYA","14,10,65","2,2","PRIMARIA,PRIMARIA",Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR DORADO NO.1,10363,11.43878500,-84.64493100,COMUNIDAD DORADO # 1.,"EBA,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO,ALFABETIZACION","102,10,14,63","2,7","PRIMARIA,ALFABETIZACION",Río San Juan,San Miguelito,17,157
ESCUELA CONQUISTA # 2 (PROGRESO),10364,11.43930000,-84.74212200,COMARCA CONQUISTA # 2.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA A DISTANCIA EN EL CAMPO,PRIMARIA MULTIGRADO","10,56,14","2,2","PRIMARIA,PRIMARIA",Río San Juan,San Miguelito,17,157
ESCUELA LOS ANGELES,10365,11.37225200,-84.84420900,COMARCA LOS ANGELES.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
ESCUELA EL PEÑON 2,10366,11.56090600,-84.80695800,COMARCA PEÑON # 2.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL,III CICLO","14,10,107",2,PRIMARIA,Río San Juan,San Miguelito,17,157
ESCUELA TAMBORAL SUR,10367,11.38216700,-84.80172500,TAMBORAL SUR.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
ESCUELA EL AYOTE,10368,11.36353000,-84.80457000,COMARCA EL ACHIOTE.,"Primaria Comunitaria JYA,PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","65,14,10","2,2","PRIMARIA,PRIMARIA",Río San Juan,San Miguelito,17,157
ESCUELA SANTA MARIA,10369,11.45036000,-84.71242500,COMARCA SANTA MARIA.,"EBA,Primaria Comunitaria JYA,PREESCOLAR COMUNITARIO MULTINIVEL,SECUNDARIA POR ENCUENTRO,PRIMARIA MULTIGRADO","102,65,10,13,14","2,3,2","PRIMARIA,SECUNDARIA,PRIMARIA",Río San Juan,San Miguelito,17,157
CENTRO PEDAGOGICO CRISTO REDENTOR,10370,11.40258000,-84.89987900,FRENTE AL MAGFOR.,"SECUNDARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL,PRIMARIA REGULAR","5,11,3","3,2","SECUNDARIA,PRIMARIA",Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR DORADO NO.2,10371,11.41155700,-84.62923500,COMARCA DORADO 2.,"EBA,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","102,10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR EL NARANJO #2,10372,11.37508600,-84.60817200,COMARCA NARANJO # 2.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CONQUISTA # 3,10373,11.41169200,-84.76344500,COMARCA LA CONQUISTA # 3.,PRIMARIA MULTIGRADO,14,2,PRIMARIA,Río San Juan,San Miguelito,17,157
MIGUEL LARREYNAGA,10374,11.51573000,-84.82670000,ASENTAMIENTO MIGDONIO LOPEZ.,"SECUNDARIA REGULAR,PREESCOLAR FORMAL MULTINIVEL,PREESCOLAR FORMAL,III CICLO,PRIMARIA REGULAR,ALFABETIZACION","5,11,2,107,3,63","3,2,7","SECUNDARIA,PRIMARIA,ALFABETIZACION",Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR EL FAJARDO Nº 3,10375,11.39667500,-84.57825300,COMARCA FAJARDO # 3.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR EL TULITO,10376,11.40609500,-84.48777900,COMARCA EL TULITO.,"III CICLO,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","107,10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR JICARO,10377,11.54686100,-84.66971700,COMARCA EL JICARO.,"PREESCOLAR COMUNITARIO MULTINIVEL,SECUNDARIA POR ENCUENTRO,PRIMARIA MULTIGRADO,EBA,SECUNDARIA REGULAR","10,13,14,102,5","3,2,3","SECUNDARIA,PRIMARIA,SECUNDARIA",Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR LAS NUBES,10378,11.45338400,-84.79108900,COMARCA LAS NUBES.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR EL FRIJOLAR,10379,11.56065600,-84.68677900,COMARCA EL FRIJOLAR.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR LA CONQUISTA Nº 1,10380,11.42861300,-84.78168000,COMARCA CONQUISTA # 1.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR EL PALMICHAL,10381,11.38596000,-84.71044000,COMARCA EL PALMICHAL.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
EL DORADO Nº 3,10382,11.39789700,-84.61268800,COMARCA DORADO # 3.,"PRIMARIA REGULAR,ALFABETIZACION,EBA,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","3,63,102,10,14","2,7,2","PRIMARIA,ALFABETIZACION,PRIMARIA",Río San Juan,San Miguelito,17,157
EL DIABLITO,10383,11.37593600,-84.78198900,COMARCA EL DIABLITO.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
EL MALINCHE,10384,11.47214000,-84.67142000,COMARCA LA TIGRA #1.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
BIENAVENTURADOS,10385,11.50996900,-84.79359900,EL CARACOL.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
EL CACAO #2,10386,11.49188100,-84.74824600,EL CACAO #2.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO,Primaria Comunitaria JYA,IV CICLO","10,14,65,109","2,2","PRIMARIA,PRIMARIA",Río San Juan,San Miguelito,17,157
EL CACAO #1,10387,11.49120700,-84.78291500,EL CACAO #1.,"PRIMARIA MULTIGRADO,EBA,PREESCOLAR COMUNITARIO MULTINIVEL","14,102,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
EL NARANJO #1,10388,11.35902800,-84.62934100,NARANJO #1.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
SAN SEBASTIAN,10389,11.37686400,-84.51654900,SANTA ELENA #2.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR RIGOBERTO LOPEZ PEREZ,10390,11.30183400,-84.57457500,CONTIGUO A LA IGLESIA CATOLICA.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR SANTA ELENA # 1,10391,11.33168000,-84.53635000,DE LA IGLESIA CATOLICA 80 MTS AL NORTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL,Primaria Comunitaria JYA","14,10,65","2,2","PRIMARIA,PRIMARIA",Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR JOSE ISIDRO AMADOR,10392,11.34626400,-84.57669100,DE LA IGLESIA CATOLICA 80 MTS AL OESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL,SECUNDARIA EN EL CAMPO","14,10,30","2,3","PRIMARIA,SECUNDARIA",Río San Juan,San Miguelito,17,157
SAGRADO CORAZÓN DE JESÚS,10393,11.38520500,-84.55680100,DE LA IGLESIA CATOLICA 200 MTS AL OESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR AUGUSTO CESAR SANDINO,10394,11.35753400,-84.54747600,DE LA IGLESIA CATOLICA 500 VRS AL NORTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL,Primaria Comunitaria JYA","14,10,65","2,2","PRIMARIA,PRIMARIA",Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR JOSE SANTOS ZELAYA,10395,11.32276200,-84.58785900,CONTIGUO A LA IGLESIA CATOLICA.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
SANTA ELENA #2,10396,11.34360300,-84.52005400,DE LA IGLESIA CATOLICA 60VRS AL OESTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,SECUNDARIA EN EL CAMPO,PRIMARIA MULTIGRADO,Primaria Comunitaria JYA","10,30,14,65","3,2,2","SECUNDARIA,PRIMARIA,PRIMARIA",Río San Juan,San Miguelito,17,157
EL CAMASTRO,10397,11.48582000,-84.65352000,EL CAMASTRO #1.,"EBA,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","102,10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
EL COJO,10398,11.42032200,-84.57848200,EL COJO.,PRIMARIA MULTIGRADO,14,2,PRIMARIA,Río San Juan,San Miguelito,17,157
SAN SEBASTIAN,10399,11.37686400,-84.51654900,SANTA ELENA #2.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
EL OJOCHE,10400,11.54468100,-84.79000100,COMUNIDAD EL OJOCHE.,"PREESCOLAR COMUNITARIO,Primaria Comunitaria JYA,ALFABETIZACION,PRIMARIA MULTIGRADO","1,65,63,14","2,7,2","PRIMARIA,ALFABETIZACION,PRIMARIA",Río San Juan,San Miguelito,17,157
EL ESPABEL,10401,11.51361000,-84.72216000,COMUNIDAD EL ESPABEL.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO,ALFABETIZACION","10,14,63","2,7","PRIMARIA,ALFABETIZACION",Río San Juan,San Miguelito,17,157
CAMASTRO SECTOR #2,10402,11.49905300,-84.62751600,COMUNIDAD CAMASTRO #2.,"ALFABETIZACION,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","63,10,14","7,2","ALFABETIZACION,PRIMARIA",Río San Juan,San Miguelito,17,157
EL COROZO,10403,11.49237200,-84.67633400,COMARCA EL COROZO.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
EL COJO #2,10404,11.42612300,-84.56536200,EL COJO.,"EBA,PRIMARIA MULTIGRADO","102,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
TORO BAYO,10405,11.53002400,-84.61890100,TORO BAYO.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
EL ESPAVELITO,10406,11.49324200,-84.69136200,EL ESPAVELITO.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
QUEBRADA SECA,10407,11.41356800,-84.67828700,QUEBRADA SECA SECTOR #2.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
EL OJOCHE NO. 2,10408,11.54755700,-84.76009500,EL OJOCHE #2.,"PREESCOLAR COMUNITARIO,PRIMARIA MULTIGRADO","1,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
EL CONGO,10409,11.38055300,-84.65847000,EL ROBLE SECTOR EL CONGO.,"EBA,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO,ALFABETIZACION","102,10,14,63","2,7","PRIMARIA,ALFABETIZACION",Río San Juan,San Miguelito,17,157
SAN VALENTIN,10410,11.47603000,-84.69409500,COMARCA SANTA MARIA N°2.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
AGUAS CALIENTE N°1,10411,11.41819800,-84.73278900,COMARCA AGUAS CALIENTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR DORADO #2-1,10412,11.40527900,-84.63962800,COMARCA DORADO #2.1.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR SACUANJOCHE,10413,11.51331300,-84.67556700,EL COROCITO.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR LOS OLIVOS,10414,11.54306700,-84.69647300,LAS COREAS.,"ALFABETIZACION,PRIMARIA MULTIGRADO","63,14","7,2","ALFABETIZACION,PRIMARIA",Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR MALINCHE N°2,10415,11.46366900,-84.65695400,COMARCA LA TIGRA #2.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR AZUL,10416,11.47555300,-84.81023100,POZA AZUL.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR EL CANGREJAL,10417,11.42921800,-84.71588300,EL CANGREJAL.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
PREESCOLAR EL ESPEJO N°2 SECTGOR N°2,10418,11.32441000,-84.56873000,DE LA IGLESIA CATOLICA 2KM AL ESTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR ENMANUEL MONGALO Y RUBIO,10419,11.34187500,-84.49604000,DEL CUADRO EL TULAN ½KM AL NORTE.,"Primaria Comunitaria JYA,PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","65,14,10","2,2","PRIMARIA,PRIMARIA",Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR EL PORVENIR,10420,11.49615400,-84.75977600,COMUNIDAD PAL SEC.,PRIMARIA MULTIGRADO,14,2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR SANTA ROSA,10421,11.42877400,-84.61397800,SANTA ROSA.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR SANTA ISABEL,10422,11.41030700,-84.54296800,IGLESIA CATOLICA 3KM AL NORTE.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO,EBA","10,14,102",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR RAFAELA HERRERA,10423,11.50506000,-84.83746000,LA PEDRERA.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR SALOMON DE LA SELVA,10424,11.32704800,-84.51106600,SANTA ELENA #2.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR LOS COMALES,10425,11.51670800,-84.63049300,MATA DE GUINEO.,"PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","10,14",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR RAYO DE LUZ,10426,11.43193200,-84.58704000,COMUNIDAD SANTA ROSA #3.,PRIMARIA MULTIGRADO,14,2,PRIMARIA,Río San Juan,San Miguelito,17,157
PREESCOLAR EL GUARDABARANCO,10427,11.45746100,-84.61237300,COMINIDAD SANTA ROSA #1.,"SECUNDARIA EN EL CAMPO,PREESCOLAR COMUNITARIO MULTINIVEL,PRIMARIA MULTIGRADO","30,10,14","3,2","SECUNDARIA,PRIMARIA",Río San Juan,San Miguelito,17,157
ANDRES CASTRO,10428,11.39752800,-84.51851300,DEL RIO TULE 3 KM AL NORTE.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
CENTRO ESCOLAR JOSEFA TOLEDO DE AGUIRRE,10429,11.34570200,-84.64088900,NARANJO 1.,"PRIMARIA MULTIGRADO,PREESCOLAR COMUNITARIO MULTINIVEL","14,10",2,PRIMARIA,Río San Juan,San Miguelito,17,157
